,sample_1A,sample_1B,sample_1C,sample_2A,sample_2B,sample_2C,sample_3A,sample_3B,sample_3C,sample_4A,sample_4B,sample_4C,sample_5A,sample_5B,sample_5C,sample_6A,sample_6B,sample_6C
NLANBGKA_01217,5557.0,7855.0,376.0,44.0,30.0,34.0,279.0,2043.0,766.0,2510.0,373.0,513.0,4627.0,527.0,558.0,65.0,126.0,267.0
NLANBGKA_01218,1.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0
NLANBGKA_01219,0.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0
NLANBGKA_01220,999.0,1738.0,80.0,4.0,2.0,1.0,39.0,393.0,99.0,646.0,124.0,112.0,1081.0,143.0,95.0,15.0,19.0,36.0
NLANBGKA_01221,7.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0
NLANBGKA_01222,21.0,25.0,1.0,0.0,2.0,1.0,2.0,7.0,2.0,10.0,1.0,2.0,42.0,6.0,4.0,0.0,2.0,3.0
NLANBGKA_01223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NLANBGKA_01224,31.0,47.0,3.0,0.0,0.0,0.0,1.0,18.0,7.0,27.0,4.0,4.0,146.0,27.0,13.0,1.0,0.0,2.0
NLANBGKA_01225,20.0,18.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,6.0,2.0,0.0,40.0,5.0,8.0,0.0,1.0,1.0
NLANBGKA_01226,55.0,68.0,5.0,0.0,0.0,0.0,4.0,13.0,7.0,18.0,3.0,6.0,96.0,4.0,4.0,0.0,1.0,0.0
NLANBGKA_01227,72.0,102.0,5.0,0.0,0.0,0.0,2.0,27.0,13.0,39.0,10.0,11.0,178.0,26.0,36.0,4.0,3.0,9.0
NLANBGKA_01228,7.0,18.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,1.0,7.0,1.0,0.0,0.0,4.0,0.0
NLANBGKA_01229,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NLANBGKA_01230,207.0,253.0,18.0,0.0,0.0,0.0,6.0,69.0,30.0,117.0,16.0,15.0,247.0,30.0,55.0,1.0,9.0,21.0
NLANBGKA_01231,296.0,525.0,25.0,0.0,0.0,0.0,14.0,153.0,50.0,197.0,35.0,31.0,445.0,50.0,51.0,2.0,9.0,34.0
NLANBGKA_01232,64.0,76.0,9.0,0.0,0.0,0.0,1.0,31.0,12.0,35.0,10.0,5.0,123.0,9.0,16.0,0.0,4.0,7.0
NLANBGKA_01233,22.0,31.0,1.0,0.0,0.0,0.0,0.0,13.0,4.0,14.0,1.0,3.0,36.0,6.0,8.0,3.0,1.0,3.0
NLANBGKA_01234,33.0,41.0,2.0,0.0,0.0,0.0,2.0,14.0,8.0,29.0,6.0,4.0,93.0,8.0,15.0,0.0,3.0,9.0
NLANBGKA_01235,104.0,120.0,3.0,0.0,0.0,0.0,3.0,42.0,17.0,44.0,5.0,15.0,178.0,23.0,12.0,2.0,4.0,11.0
NLANBGKA_01236,4.0,6.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,1.0,0.0,22.0,4.0,4.0,0.0,1.0,3.0
NLANBGKA_01237,4.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,16.0,2.0,3.0,0.0,0.0,1.0
NLANBGKA_01238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
NLANBGKA_01239,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLANBGKA_01240,16.0,11.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,4.0,10.0,17.0,6.0,3.0,3.0,2.0,7.0
NLANBGKA_01241,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0
NLANBGKA_01242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NLANBGKA_01243,330.0,499.0,35.0,41.0,40.0,17.0,61.0,142.0,89.0,163.0,39.0,56.0,510.0,70.0,94.0,22.0,23.0,49.0
NLANBGKA_01244,262.0,354.0,13.0,2.0,1.0,1.0,9.0,69.0,22.0,129.0,15.0,24.0,368.0,40.0,45.0,1.0,4.0,11.0
NLANBGKA_01245,2758.0,3533.0,153.0,0.0,0.0,0.0,94.0,815.0,297.0,1241.0,225.0,225.0,4143.0,468.0,585.0,23.0,56.0,174.0
NLANBGKA_01246,279.0,572.0,20.0,0.0,0.0,0.0,11.0,102.0,35.0,106.0,32.0,27.0,725.0,89.0,93.0,1.0,8.0,12.0
NLANBGKA_01247,250.0,431.0,22.0,0.0,0.0,0.0,11.0,89.0,33.0,114.0,42.0,13.0,441.0,49.0,56.0,6.0,5.0,16.0
NLANBGKA_01248,725.0,1126.0,49.0,0.0,0.0,0.0,30.0,242.0,80.0,355.0,60.0,72.0,990.0,123.0,139.0,6.0,12.0,39.0
NLANBGKA_01249,103.0,151.0,3.0,0.0,0.0,0.0,0.0,32.0,15.0,62.0,17.0,9.0,43.0,8.0,4.0,0.0,3.0,2.0
NLANBGKA_01250,50.0,84.0,6.0,0.0,0.0,0.0,0.0,15.0,3.0,28.0,3.0,2.0,26.0,2.0,5.0,0.0,0.0,2.0
NLANBGKA_01251,106.0,181.0,14.0,0.0,0.0,0.0,10.0,42.0,20.0,40.0,11.0,9.0,218.0,23.0,35.0,5.0,5.0,10.0
NLANBGKA_01252,267.0,507.0,19.0,0.0,0.0,0.0,9.0,88.0,30.0,132.0,32.0,22.0,447.0,68.0,45.0,5.0,4.0,19.0
NLANBGKA_01253,295.0,466.0,25.0,0.0,0.0,0.0,16.0,88.0,30.0,168.0,36.0,33.0,390.0,47.0,55.0,2.0,8.0,19.0
NLANBGKA_01254,393.0,472.0,24.0,0.0,0.0,0.0,10.0,106.0,33.0,168.0,33.0,43.0,424.0,40.0,45.0,2.0,3.0,10.0
NLANBGKA_01255,14.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
NLANBGKA_01256,446.0,689.0,41.0,0.0,0.0,0.0,28.0,178.0,53.0,278.0,49.0,43.0,854.0,89.0,122.0,7.0,18.0,35.0
NLANBGKA_01257,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
NLANBGKA_01258,13.0,17.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1.0,2.0,29.0,5.0,4.0,0.0,1.0,2.0
NLANBGKA_01259,24.0,19.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,13.0,1.0,1.0,29.0,7.0,6.0,1.0,1.0,1.0
NLANBGKA_01260,245.0,439.0,16.0,0.0,0.0,0.0,15.0,128.0,41.0,152.0,26.0,23.0,498.0,56.0,70.0,3.0,3.0,26.0
NLANBGKA_01261,105.0,151.0,4.0,0.0,0.0,0.0,1.0,17.0,7.0,47.0,12.0,1.0,65.0,9.0,9.0,1.0,1.0,6.0
NLANBGKA_01262,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
NLANBGKA_01263,182.0,240.0,12.0,0.0,0.0,0.0,5.0,41.0,14.0,74.0,16.0,14.0,405.0,32.0,59.0,4.0,1.0,10.0
NLANBGKA_01264,136.0,261.0,12.0,0.0,0.0,0.0,6.0,55.0,12.0,53.0,19.0,17.0,377.0,35.0,40.0,1.0,3.0,6.0
NLANBGKA_01265,237.0,306.0,16.0,0.0,0.0,0.0,5.0,62.0,20.0,81.0,24.0,17.0,329.0,42.0,28.0,1.0,1.0,6.0
NLANBGKA_01266,20.0,22.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,9.0,1.0,1.0,30.0,1.0,4.0,0.0,0.0,1.0
NLANBGKA_01267,584.0,758.0,31.0,0.0,0.0,0.0,21.0,194.0,69.0,312.0,55.0,41.0,772.0,98.0,147.0,7.0,7.0,58.0
NLANBGKA_01268,134.0,205.0,11.0,0.0,0.0,0.0,4.0,33.0,10.0,68.0,6.0,8.0,159.0,18.0,11.0,2.0,1.0,0.0
NLANBGKA_01269,3567.0,5036.0,289.0,0.0,0.0,0.0,242.0,2263.0,585.0,2238.0,409.0,336.0,11635.0,1289.0,1056.0,68.0,57.0,222.0
NLANBGKA_01270,187.0,243.0,10.0,0.0,0.0,0.0,18.0,167.0,54.0,130.0,25.0,27.0,813.0,77.0,77.0,8.0,0.0,15.0
NLANBGKA_01271,767.0,1463.0,73.0,0.0,0.0,0.0,65.0,655.0,206.0,569.0,113.0,105.0,3303.0,326.0,239.0,10.0,9.0,49.0
NLANBGKA_01272,581.0,839.0,48.0,0.0,0.0,0.0,46.0,462.0,133.0,349.0,75.0,53.0,2002.0,227.0,198.0,8.0,9.0,27.0
NLANBGKA_01273,1546.0,2232.0,123.0,0.0,0.0,0.0,110.0,1388.0,321.0,1031.0,210.0,168.0,6603.0,693.0,509.0,36.0,21.0,89.0
NLANBGKA_01274,1688.0,2533.0,109.0,0.0,0.0,0.0,57.0,557.0,170.0,819.0,147.0,152.0,3284.0,304.0,399.0,19.0,27.0,82.0
NLANBGKA_01275,983.0,1366.0,73.0,0.0,0.0,0.0,44.0,328.0,112.0,486.0,98.0,98.0,1556.0,148.0,157.0,14.0,17.0,53.0
NLANBGKA_01276,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,3.0
NLANBGKA_01277,292.0,449.0,30.0,5.0,4.0,2.0,15.0,115.0,46.0,183.0,27.0,37.0,508.0,89.0,86.0,12.0,6.0,40.0
NLANBGKA_01278,248.0,403.0,20.0,3.0,6.0,1.0,16.0,120.0,41.0,136.0,26.0,36.0,437.0,73.0,76.0,2.0,7.0,25.0
NLANBGKA_01279,174.0,329.0,13.0,0.0,0.0,0.0,11.0,86.0,21.0,118.0,17.0,19.0,352.0,34.0,55.0,5.0,5.0,22.0
NLANBGKA_01280,3.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,14.0,2.0,1.0,0.0,0.0,0.0
NLANBGKA_01281,160.0,308.0,19.0,0.0,0.0,0.0,9.0,79.0,20.0,104.0,18.0,23.0,344.0,42.0,32.0,1.0,2.0,20.0
NLANBGKA_01282,98.0,149.0,6.0,0.0,0.0,0.0,9.0,27.0,15.0,46.0,4.0,12.0,87.0,11.0,7.0,1.0,0.0,4.0
NLANBGKA_01283,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
NLANBGKA_01284,6.0,4.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0
NLANBGKA_01285,6.0,36.0,3.0,1.0,0.0,1.0,1.0,5.0,4.0,17.0,5.0,2.0,48.0,2.0,10.0,0.0,0.0,2.0
NLANBGKA_01286,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
NLANBGKA_01287,47.0,51.0,2.0,0.0,0.0,0.0,2.0,15.0,10.0,21.0,4.0,3.0,75.0,13.0,19.0,0.0,0.0,3.0
NLANBGKA_01288,31.0,51.0,4.0,0.0,0.0,0.0,0.0,11.0,7.0,25.0,3.0,7.0,78.0,12.0,7.0,0.0,0.0,4.0
NLANBGKA_01289,36.0,67.0,3.0,0.0,0.0,0.0,3.0,23.0,7.0,23.0,4.0,4.0,78.0,5.0,16.0,1.0,1.0,2.0
NLANBGKA_01290,472.0,735.0,27.0,0.0,0.0,0.0,28.0,228.0,64.0,253.0,40.0,48.0,1042.0,167.0,159.0,7.0,6.0,46.0
NLANBGKA_01291,1771.0,2507.0,125.0,0.0,0.0,0.0,67.0,730.0,206.0,956.0,146.0,151.0,1988.0,287.0,218.0,20.0,42.0,127.0
NLANBGKA_01301,54.0,84.0,7.0,0.0,0.0,0.0,6.0,38.0,13.0,44.0,6.0,8.0,282.0,33.0,59.0,4.0,4.0,16.0
NLANBGKA_01302,83.0,101.0,3.0,0.0,0.0,0.0,1.0,35.0,13.0,38.0,5.0,2.0,173.0,21.0,27.0,0.0,1.0,4.0
NLANBGKA_01303,19.0,27.0,4.0,0.0,0.0,0.0,3.0,5.0,1.0,12.0,1.0,0.0,52.0,11.0,7.0,0.0,0.0,0.0
NLANBGKA_01304,175.0,235.0,9.0,0.0,0.0,0.0,4.0,60.0,24.0,92.0,16.0,10.0,502.0,48.0,52.0,4.0,1.0,12.0
NLANBGKA_01305,34.0,50.0,3.0,0.0,0.0,0.0,3.0,21.0,4.0,16.0,3.0,5.0,94.0,5.0,10.0,1.0,1.0,4.0
NLANBGKA_01306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
NLANBGKA_01307,955.0,1435.0,81.0,0.0,0.0,0.0,23.0,320.0,80.0,451.0,103.0,77.0,1837.0,229.0,198.0,11.0,9.0,40.0
NLANBGKA_01308,721.0,1146.0,58.0,0.0,0.0,0.0,31.0,290.0,80.0,377.0,69.0,79.0,1487.0,140.0,153.0,3.0,11.0,27.0
NLANBGKA_01309,1211.0,1821.0,63.0,0.0,0.0,0.0,42.0,443.0,125.0,585.0,124.0,89.0,2114.0,214.0,243.0,8.0,24.0,69.0
NLANBGKA_01310,380.0,607.0,30.0,0.0,0.0,0.0,9.0,123.0,58.0,188.0,32.0,42.0,768.0,78.0,106.0,6.0,4.0,16.0
NLANBGKA_01311,368.0,491.0,29.0,0.0,0.0,0.0,11.0,138.0,58.0,177.0,31.0,28.0,679.0,72.0,122.0,5.0,14.0,25.0
NLANBGKA_01312,120.0,240.0,9.0,0.0,1.0,0.0,10.0,60.0,11.0,78.0,8.0,13.0,303.0,45.0,25.0,1.0,2.0,7.0
NLANBGKA_01313,163.0,237.0,10.0,0.0,0.0,1.0,14.0,58.0,19.0,116.0,21.0,16.0,443.0,54.0,31.0,4.0,4.0,30.0
NLANBGKA_01314,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
NLANBGKA_01315,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,1.0,2.0,5.0,0.0,2.0,0.0,2.0,1.0
NLANBGKA_01316,56.0,59.0,3.0,0.0,0.0,0.0,7.0,24.0,13.0,33.0,4.0,16.0,55.0,22.0,16.0,0.0,8.0,10.0
NLANBGKA_01317,18.0,32.0,1.0,0.0,0.0,0.0,2.0,8.0,5.0,19.0,3.0,2.0,24.0,4.0,11.0,0.0,3.0,7.0
NLANBGKA_01318,40.0,64.0,6.0,0.0,0.0,0.0,3.0,17.0,6.0,16.0,7.0,10.0,40.0,11.0,6.0,2.0,6.0,4.0
NLANBGKA_01319,16.0,30.0,3.0,0.0,0.0,0.0,2.0,9.0,3.0,14.0,4.0,0.0,48.0,4.0,7.0,1.0,2.0,3.0
NLANBGKA_01320,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,3.0
NLANBGKA_01321,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
NLANBGKA_01322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLANBGKA_01323,902.0,1652.0,95.0,0.0,0.0,0.0,76.0,505.0,164.0,709.0,156.0,107.0,2927.0,376.0,294.0,35.0,42.0,133.0
NLANBGKA_01324,353.0,611.0,48.0,0.0,0.0,0.0,23.0,216.0,57.0,265.0,50.0,28.0,997.0,127.0,88.0,7.0,12.0,48.0
NLANBGKA_01325,84.0,144.0,5.0,0.0,0.0,0.0,6.0,51.0,13.0,59.0,14.0,12.0,299.0,39.0,37.0,4.0,2.0,9.0
NLANBGKA_01326,173.0,355.0,27.0,0.0,0.0,0.0,8.0,124.0,31.0,123.0,43.0,20.0,607.0,74.0,60.0,7.0,6.0,24.0
NLANBGKA_01327,13.0,6.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,1.0,0.0,19.0,0.0,3.0,0.0,2.0,2.0
NLANBGKA_01328,165.0,326.0,12.0,0.0,0.0,1.0,10.0,69.0,14.0,111.0,42.0,23.0,221.0,41.0,31.0,2.0,2.0,13.0
NLANBGKA_01329,222.0,393.0,30.0,0.0,0.0,0.0,17.0,113.0,40.0,150.0,42.0,45.0,493.0,82.0,85.0,1.0,9.0,24.0
NLANBGKA_01330,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NLANBGKA_01331,128.0,276.0,18.0,0.0,0.0,0.0,6.0,74.0,18.0,65.0,29.0,16.0,141.0,30.0,16.0,1.0,1.0,17.0
NLANBGKA_01332,332.0,530.0,27.0,0.0,0.0,0.0,35.0,164.0,50.0,224.0,50.0,55.0,699.0,102.0,58.0,2.0,9.0,33.0
NLANBGKA_01333,115.0,137.0,6.0,0.0,0.0,0.0,2.0,34.0,11.0,48.0,17.0,7.0,150.0,30.0,20.0,3.0,2.0,9.0
NLANBGKA_01334,82.0,99.0,11.0,0.0,0.0,0.0,6.0,35.0,4.0,41.0,16.0,9.0,135.0,25.0,20.0,1.0,2.0,9.0
NLANBGKA_01335,256.0,319.0,25.0,0.0,0.0,0.0,13.0,88.0,23.0,119.0,18.0,28.0,328.0,54.0,44.0,3.0,8.0,16.0
NLANBGKA_01336,59.0,60.0,2.0,0.0,0.0,0.0,1.0,28.0,7.0,23.0,7.0,8.0,281.0,24.0,38.0,0.0,0.0,3.0
NLANBGKA_01337,713.0,956.0,55.0,0.0,0.0,0.0,49.0,276.0,94.0,362.0,70.0,64.0,2797.0,412.0,422.0,16.0,41.0,75.0
NLANBGKA_01338,128.0,157.0,3.0,0.0,0.0,0.0,7.0,53.0,13.0,51.0,16.0,13.0,390.0,59.0,51.0,1.0,8.0,15.0
NLANBGKA_01339,390.0,508.0,32.0,0.0,0.0,1.0,9.0,107.0,36.0,190.0,36.0,25.0,383.0,51.0,74.0,6.0,11.0,37.0
NLANBGKA_01340,891.0,1214.0,70.0,0.0,0.0,0.0,47.0,393.0,121.0,509.0,75.0,75.0,966.0,138.0,155.0,12.0,23.0,90.0
NLANBGKA_01341,152.0,199.0,16.0,0.0,0.0,0.0,7.0,69.0,14.0,94.0,15.0,12.0,246.0,25.0,23.0,0.0,4.0,16.0
NLANBGKA_01342,18.0,18.0,0.0,0.0,0.0,0.0,2.0,16.0,4.0,11.0,0.0,6.0,38.0,6.0,9.0,0.0,1.0,2.0
NLANBGKA_01343,100.0,139.0,6.0,0.0,0.0,0.0,5.0,41.0,17.0,64.0,17.0,13.0,164.0,18.0,21.0,2.0,2.0,4.0
NLANBGKA_01344,702.0,1122.0,49.0,0.0,0.0,0.0,39.0,247.0,79.0,401.0,66.0,94.0,842.0,145.0,154.0,7.0,32.0,63.0
NLANBGKA_01345,73.0,130.0,4.0,0.0,0.0,0.0,4.0,35.0,9.0,51.0,12.0,10.0,95.0,21.0,8.0,2.0,0.0,7.0
NLANBGKA_01346,5.0,7.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,2.0,21.0,3.0,4.0,0.0,0.0,1.0
NLANBGKA_01347,16.0,37.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,6.0,8.0,6.0,61.0,14.0,9.0,0.0,2.0,8.0
NLANBGKA_01348,105.0,130.0,5.0,0.0,0.0,0.0,5.0,59.0,18.0,54.0,16.0,16.0,182.0,28.0,33.0,6.0,3.0,7.0
NLANBGKA_01349,79.0,224.0,10.0,0.0,0.0,0.0,12.0,59.0,9.0,72.0,22.0,12.0,274.0,45.0,46.0,1.0,8.0,28.0
NLANBGKA_01350,4807.0,6331.0,444.0,0.0,0.0,0.0,273.0,2413.0,567.0,3016.0,1170.0,474.0,15717.0,2189.0,1639.0,70.0,62.0,250.0
NLANBGKA_01351,823.0,1338.0,83.0,1.0,0.0,0.0,64.0,317.0,107.0,462.0,95.0,121.0,1087.0,151.0,190.0,15.0,30.0,88.0
NLANBGKA_01352,272.0,404.0,35.0,0.0,0.0,0.0,17.0,96.0,39.0,158.0,23.0,32.0,320.0,56.0,59.0,6.0,21.0,33.0
NLANBGKA_01353,79.0,114.0,7.0,0.0,0.0,0.0,4.0,23.0,13.0,62.0,13.0,5.0,108.0,8.0,11.0,3.0,3.0,12.0
NLANBGKA_01354,438.0,458.0,39.0,0.0,0.0,0.0,18.0,117.0,47.0,212.0,36.0,43.0,457.0,67.0,72.0,2.0,12.0,46.0
NLANBGKA_01355,76.0,173.0,5.0,0.0,0.0,0.0,7.0,25.0,15.0,48.0,16.0,10.0,76.0,20.0,8.0,1.0,1.0,8.0
NLANBGKA_01356,1361.0,2031.0,98.0,0.0,0.0,0.0,65.0,514.0,127.0,737.0,133.0,143.0,2757.0,383.0,384.0,18.0,31.0,111.0
NLANBGKA_01357,171.0,221.0,19.0,0.0,0.0,0.0,11.0,70.0,26.0,86.0,17.0,23.0,169.0,38.0,15.0,3.0,8.0,11.0
NLANBGKA_01358,135.0,215.0,13.0,0.0,0.0,0.0,5.0,62.0,25.0,73.0,22.0,12.0,198.0,23.0,12.0,3.0,3.0,12.0
NLANBGKA_01359,60.0,90.0,8.0,0.0,0.0,0.0,7.0,25.0,12.0,41.0,9.0,7.0,75.0,9.0,6.0,3.0,1.0,7.0
NLANBGKA_01360,182.0,374.0,20.0,0.0,0.0,0.0,14.0,72.0,22.0,109.0,23.0,19.0,246.0,33.0,18.0,0.0,8.0,11.0
NLANBGKA_01361,89.0,131.0,11.0,0.0,0.0,0.0,6.0,36.0,12.0,48.0,19.0,9.0,125.0,25.0,8.0,1.0,1.0,13.0
NLANBGKA_01362,155.0,199.0,12.0,0.0,0.0,0.0,13.0,62.0,20.0,98.0,10.0,22.0,203.0,20.0,31.0,2.0,3.0,16.0
NLANBGKA_01363,164.0,242.0,5.0,0.0,0.0,0.0,9.0,64.0,22.0,114.0,10.0,19.0,331.0,52.0,75.0,4.0,3.0,22.0
NLANBGKA_01364,244.0,411.0,25.0,0.0,0.0,0.0,7.0,86.0,42.0,160.0,34.0,22.0,396.0,72.0,115.0,4.0,5.0,33.0
NLANBGKA_01365,372.0,642.0,41.0,0.0,0.0,0.0,18.0,137.0,40.0,197.0,42.0,55.0,556.0,90.0,83.0,4.0,7.0,28.0
NLANBGKA_01366,499.0,793.0,52.0,0.0,0.0,0.0,30.0,161.0,53.0,263.0,41.0,53.0,606.0,83.0,84.0,2.0,13.0,29.0
NLANBGKA_01367,2328.0,3504.0,182.0,0.0,0.0,0.0,98.0,924.0,225.0,1188.0,173.0,214.0,2610.0,347.0,234.0,36.0,25.0,135.0
NLANBGKA_01368,947.0,1409.0,75.0,0.0,0.0,0.0,44.0,348.0,87.0,505.0,84.0,83.0,1078.0,158.0,149.0,15.0,27.0,83.0
NLANBGKA_01369,975.0,1589.0,92.0,0.0,0.0,0.0,45.0,391.0,118.0,551.0,139.0,88.0,1189.0,149.0,88.0,11.0,20.0,55.0
NLANBGKA_01370,8.0,7.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,9.0,1.0,3.0,0.0,1.0,0.0
NLANBGKA_01371,67.0,107.0,6.0,0.0,0.0,0.0,4.0,25.0,10.0,39.0,5.0,3.0,177.0,14.0,31.0,0.0,4.0,6.0
NLANBGKA_01372,32.0,58.0,1.0,0.0,0.0,0.0,2.0,16.0,6.0,13.0,2.0,5.0,114.0,13.0,20.0,1.0,0.0,6.0
NLANBGKA_01373,23.0,23.0,3.0,0.0,0.0,0.0,1.0,7.0,2.0,8.0,4.0,0.0,46.0,8.0,10.0,2.0,1.0,2.0
NLANBGKA_01374,444.0,699.0,28.0,0.0,0.0,0.0,32.0,202.0,87.0,284.0,54.0,48.0,997.0,151.0,303.0,13.0,38.0,100.0
NLANBGKA_01375,934.0,1629.0,89.0,0.0,0.0,0.0,61.0,441.0,128.0,591.0,135.0,120.0,2183.0,285.0,370.0,21.0,32.0,97.0
NLANBGKA_01376,46.0,72.0,6.0,0.0,0.0,0.0,0.0,25.0,15.0,30.0,4.0,5.0,228.0,33.0,32.0,0.0,4.0,10.0
NLANBGKA_01377,166.0,231.0,12.0,0.0,0.0,0.0,9.0,83.0,19.0,98.0,16.0,23.0,349.0,34.0,35.0,1.0,2.0,12.0
NLANBGKA_01378,248.0,343.0,27.0,0.0,0.0,0.0,18.0,107.0,32.0,154.0,24.0,23.0,422.0,72.0,65.0,2.0,4.0,25.0
NLANBGKA_01379,251.0,360.0,17.0,0.0,0.0,0.0,8.0,101.0,26.0,123.0,18.0,15.0,393.0,51.0,53.0,2.0,6.0,22.0
NLANBGKA_01380,146.0,259.0,9.0,0.0,0.0,0.0,3.0,94.0,41.0,111.0,17.0,11.0,296.0,41.0,44.0,3.0,3.0,9.0
NLANBGKA_01381,15.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,1.0,26.0,3.0,3.0,0.0,2.0,4.0
NLANBGKA_01385,84.0,116.0,9.0,0.0,0.0,0.0,3.0,25.0,4.0,40.0,14.0,10.0,86.0,14.0,10.0,0.0,5.0,3.0
NLANBGKA_01386,38.0,57.0,5.0,0.0,0.0,0.0,0.0,14.0,4.0,19.0,1.0,4.0,40.0,4.0,8.0,0.0,0.0,6.0
NLANBGKA_01387,3643.0,5092.0,263.0,1.0,0.0,0.0,159.0,1578.0,379.0,2254.0,473.0,323.0,7527.0,1066.0,1202.0,67.0,102.0,337.0
NLANBGKA_01388,971.0,1291.0,75.0,0.0,0.0,0.0,48.0,279.0,82.0,465.0,67.0,61.0,1911.0,257.0,206.0,7.0,18.0,59.0
NLANBGKA_01389,161.0,209.0,8.0,0.0,0.0,0.0,13.0,67.0,26.0,105.0,25.0,23.0,410.0,66.0,57.0,4.0,5.0,14.0
NLANBGKA_01390,182.0,245.0,9.0,0.0,0.0,0.0,6.0,92.0,20.0,104.0,25.0,22.0,394.0,51.0,58.0,1.0,4.0,14.0
NLANBGKA_01391,401.0,588.0,26.0,0.0,0.0,0.0,25.0,139.0,56.0,183.0,23.0,38.0,563.0,68.0,84.0,4.0,9.0,35.0
NLANBGKA_01392,33.0,33.0,3.0,0.0,0.0,0.0,4.0,11.0,6.0,15.0,3.0,2.0,55.0,7.0,4.0,0.0,2.0,1.0
NLANBGKA_01393,55.0,134.0,6.0,0.0,0.0,0.0,9.0,23.0,6.0,43.0,12.0,9.0,122.0,15.0,14.0,0.0,3.0,3.0
NLANBGKA_01394,992.0,1343.0,87.0,0.0,0.0,0.0,45.0,368.0,114.0,523.0,93.0,125.0,1353.0,180.0,180.0,31.0,46.0,96.0
