,sample_1A,sample_1B,sample_1C,sample_2A,sample_2B,sample_2C,sample_3A,sample_3B,sample_3C,sample_4A,sample_4B,sample_4C,sample_5A,sample_5B,sample_5C,sample_6A,sample_6B,sample_6C
OG2440,12.0,25.0,2.0,38.0,25.0,32.0,28.0,21.0,17.0,9.0,3.0,16.0,5.0,7.0,9.0,11.0,10.0,15.0
OG2441,4.0,1.0,1.0,12.0,9.0,2.0,10.0,11.0,4.0,5.0,0.0,7.0,2.0,1.0,1.0,2.0,1.0,5.0
OG2442,105.0,128.0,74.0,89.0,132.0,77.0,146.0,107.0,132.0,22.0,11.0,22.0,157.0,182.0,117.0,89.0,70.0,89.0
OG2443,30.0,35.0,18.0,36.0,60.0,41.0,43.0,28.0,42.0,27.0,7.0,24.0,1.0,5.0,3.0,21.0,11.0,31.0
OG2444,139.0,153.0,71.0,196.0,224.0,158.0,225.0,175.0,202.0,111.0,38.0,104.0,16.0,21.0,18.0,80.0,88.0,130.0
OG2445,6.0,3.0,3.0,6.0,7.0,3.0,7.0,4.0,10.0,0.0,2.0,8.0,1.0,4.0,2.0,2.0,2.0,1.0
OG2446,29.0,54.0,31.0,44.0,53.0,34.0,66.0,49.0,58.0,15.0,5.0,21.0,33.0,44.0,41.0,32.0,20.0,34.0
OG2447,13.0,37.0,19.0,19.0,16.0,10.0,20.0,16.0,30.0,0.0,0.0,0.0,29.0,34.0,22.0,13.0,3.0,16.0
OG2448,373.0,446.0,225.0,630.0,528.0,458.0,704.0,529.0,747.0,292.0,103.0,350.0,51.0,80.0,80.0,264.0,206.0,377.0
OG2449,45.0,56.0,36.0,72.0,51.0,70.0,121.0,67.0,94.0,52.0,13.0,53.0,18.0,21.0,14.0,38.0,17.0,46.0
OG2450,121.0,123.0,68.0,142.0,140.0,120.0,208.0,185.0,174.0,77.0,51.0,99.0,37.0,56.0,39.0,69.0,69.0,125.0
OG2451,418.0,523.0,276.0,536.0,567.0,324.0,834.0,555.0,752.0,369.0,109.0,504.0,61.0,79.0,86.0,254.0,251.0,424.0
OG2452,1233.0,1676.0,953.0,2350.0,2830.0,1779.0,2899.0,2205.0,2618.0,1246.0,443.0,1638.0,626.0,799.0,592.0,1101.0,877.0,1513.0
OG2453,64.0,66.0,35.0,70.0,76.0,58.0,95.0,52.0,75.0,37.0,17.0,58.0,1.0,4.0,2.0,22.0,11.0,25.0
OG2454,1544.0,2298.0,1115.0,2430.0,2509.0,1846.0,2947.0,2340.0,2848.0,1593.0,617.0,1868.0,74.0,89.0,74.0,1022.0,677.0,1333.0
OG2455,347.0,462.0,291.0,273.0,277.0,175.0,590.0,356.0,560.0,0.0,0.0,2.0,404.0,528.0,376.0,217.0,220.0,367.0
OG2456,197.0,197.0,112.0,259.0,337.0,165.0,356.0,253.0,330.0,105.0,34.0,154.0,68.0,47.0,52.0,100.0,129.0,171.0
OG2457,57.0,72.0,31.0,149.0,194.0,107.0,122.0,130.0,123.0,55.0,14.0,57.0,34.0,23.0,29.0,43.0,46.0,59.0
OG2458,29.0,36.0,9.0,37.0,54.0,32.0,59.0,47.0,44.0,35.0,4.0,23.0,18.0,15.0,8.0,20.0,12.0,29.0
OG2459,65.0,77.0,35.0,63.0,45.0,70.0,86.0,72.0,80.0,44.0,17.0,74.0,8.0,6.0,7.0,17.0,17.0,33.0
OG2460,22.0,23.0,13.0,8.0,18.0,5.0,22.0,12.0,21.0,9.0,3.0,21.0,6.0,5.0,2.0,6.0,6.0,8.0
OG2461,3756.0,5697.0,3024.0,6635.0,6754.0,5031.0,9131.0,6547.0,7531.0,3436.0,1104.0,4315.0,1959.0,2798.0,2322.0,3345.0,2858.0,4867.0
OG2462,14.0,14.0,7.0,15.0,12.0,9.0,18.0,15.0,15.0,9.0,5.0,7.0,3.0,7.0,3.0,10.0,7.0,9.0
OG2463,79.0,113.0,80.0,224.0,177.0,190.0,242.0,196.0,221.0,88.0,54.0,90.0,57.0,91.0,92.0,82.0,92.0,141.0
OG2464,112.0,113.0,75.0,253.0,272.0,205.0,261.0,220.0,270.0,128.0,42.0,127.0,51.0,46.0,56.0,155.0,130.0,192.0
OG2465,28.0,30.0,16.0,58.0,62.0,41.0,57.0,39.0,69.0,28.0,12.0,16.0,15.0,23.0,20.0,22.0,16.0,28.0
OG2466,93.0,108.0,66.0,128.0,127.0,107.0,176.0,141.0,184.0,91.0,32.0,73.0,36.0,40.0,30.0,76.0,57.0,106.0
OG2467,19.0,15.0,10.0,20.0,18.0,17.0,28.0,17.0,37.0,14.0,2.0,37.0,8.0,5.0,4.0,9.0,11.0,14.0
OG2468,82.0,112.0,58.0,84.0,104.0,52.0,172.0,130.0,138.0,53.0,20.0,50.0,73.0,83.0,39.0,74.0,42.0,106.0
OG2469,6.0,6.0,7.0,4.0,3.0,8.0,8.0,2.0,9.0,1.0,0.0,3.0,3.0,10.0,11.0,2.0,2.0,4.0
OG2470,38.0,40.0,21.0,33.0,66.0,27.0,35.0,28.0,42.0,11.0,6.0,17.0,20.0,13.0,14.0,18.0,9.0,12.0
OG2471,48.0,54.0,33.0,61.0,56.0,40.0,74.0,42.0,95.0,42.0,14.0,48.0,2.0,3.0,7.0,21.0,17.0,39.0
OG2472,4.0,2.0,3.0,5.0,5.0,2.0,5.0,2.0,7.0,2.0,1.0,4.0,1.0,1.0,0.0,2.0,4.0,5.0
OG2473,49.0,38.0,28.0,53.0,48.0,22.0,78.0,58.0,61.0,31.0,8.0,30.0,8.0,5.0,10.0,28.0,17.0,27.0
OG2474,320.0,351.0,206.0,948.0,611.0,530.0,664.0,520.0,828.0,260.0,78.0,314.0,200.0,250.0,324.0,345.0,443.0,537.0
OG2475,48.0,35.0,31.0,110.0,131.0,68.0,115.0,80.0,126.0,37.0,12.0,58.0,37.0,49.0,27.0,53.0,60.0,65.0
OG2476,174.0,180.0,131.0,464.0,373.0,316.0,374.0,318.0,433.0,179.0,62.0,210.0,66.0,102.0,78.0,216.0,195.0,320.0
OG2477,68.0,122.0,55.0,85.0,86.0,75.0,139.0,91.0,108.0,47.0,34.0,104.0,23.0,32.0,28.0,44.0,23.0,70.0
OG2478,7.0,4.0,0.0,22.0,21.0,7.0,9.0,15.0,11.0,5.0,0.0,3.0,2.0,0.0,3.0,6.0,7.0,3.0
OG2479,17.0,22.0,23.0,45.0,41.0,35.0,44.0,28.0,46.0,26.0,12.0,27.0,7.0,5.0,12.0,21.0,17.0,18.0
OG2480,584.0,823.0,389.0,658.0,953.0,632.0,1395.0,942.0,1050.0,587.0,233.0,813.0,68.0,69.0,74.0,328.0,186.0,344.0
OG2481,163.0,218.0,122.0,293.0,302.0,172.0,392.0,285.0,412.0,143.0,52.0,217.0,86.0,79.0,77.0,142.0,127.0,181.0
OG2482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2483,10.0,16.0,7.0,25.0,23.0,13.0,20.0,13.0,19.0,12.0,5.0,15.0,0.0,0.0,0.0,15.0,5.0,11.0
OG2484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2485,9.0,1.0,0.0,5.0,11.0,12.0,6.0,4.0,6.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0
OG2486,7.0,3.0,5.0,3.0,10.0,5.0,3.0,4.0,5.0,4.0,2.0,6.0,4.0,10.0,6.0,6.0,9.0,6.0
OG2487,8.0,4.0,1.0,5.0,5.0,6.0,5.0,4.0,9.0,4.0,0.0,3.0,3.0,5.0,2.0,1.0,2.0,4.0
OG2488,9.0,4.0,6.0,11.0,4.0,5.0,0.0,0.0,0.0,10.0,1.0,11.0,29.0,33.0,35.0,13.0,5.0,21.0
OG2489,9.0,8.0,10.0,14.0,21.0,6.0,0.0,0.0,0.0,12.0,1.0,15.0,50.0,44.0,64.0,19.0,21.0,25.0
OG2490,266.0,289.0,233.0,331.0,359.0,249.0,11.0,1.0,5.0,381.0,109.0,408.0,1320.0,1466.0,1074.0,458.0,515.0,652.0
OG2491,6.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
OG2492,43.0,66.0,36.0,34.0,40.0,21.0,65.0,54.0,68.0,0.0,0.0,0.0,72.0,73.0,32.0,24.0,13.0,21.0
OG2493,153.0,336.0,187.0,182.0,218.0,123.0,358.0,189.0,292.0,1.0,0.0,0.0,328.0,375.0,223.0,157.0,65.0,164.0
OG2494,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
OG2495,398.0,592.0,294.0,314.0,410.0,221.0,667.0,422.0,474.0,5.0,3.0,8.0,686.0,757.0,512.0,262.0,195.0,393.0
OG2496,84.0,122.0,59.0,64.0,95.0,35.0,138.0,86.0,117.0,0.0,0.0,0.0,177.0,258.0,143.0,66.0,80.0,102.0
OG2497,107.0,193.0,117.0,119.0,178.0,66.0,211.0,135.0,171.0,0.0,0.0,0.0,289.0,340.0,193.0,101.0,71.0,110.0
OG2498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
OG2500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2502,7.0,4.0,2.0,4.0,5.0,3.0,10.0,3.0,6.0,1.0,0.0,1.0,3.0,5.0,4.0,4.0,1.0,0.0
OG2503,11607.0,15151.0,8151.0,17515.0,18302.0,12442.0,24926.0,17482.0,22774.0,9719.0,2804.0,12330.0,4090.0,4885.0,3811.0,7404.0,5699.0,10592.0
OG2504,10.0,24.0,12.0,15.0,18.0,5.0,6.0,3.0,9.0,24.0,8.0,20.0,17.0,27.0,18.0,2.0,7.0,4.0
OG2505,2.0,5.0,2.0,2.0,9.0,2.0,6.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
OG2506,19.0,16.0,10.0,18.0,27.0,27.0,29.0,33.0,11.0,12.0,2.0,18.0,6.0,6.0,6.0,11.0,5.0,12.0
OG2507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
OG2508,237.0,327.0,323.0,367.0,344.0,236.0,203.0,106.0,220.0,441.0,86.0,375.0,673.0,1288.0,1094.0,518.0,580.0,742.0
OG2509,4.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,0.0,0.0,0.0,4.0,6.0,3.0,0.0,1.0,2.0
OG2510,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2511,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2512,18.0,16.0,8.0,3.0,4.0,9.0,26.0,23.0,8.0,0.0,0.0,0.0,8.0,14.0,9.0,16.0,7.0,11.0
OG2513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0
OG2514,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0
OG2515,103.0,143.0,106.0,71.0,86.0,50.0,197.0,91.0,148.0,0.0,0.0,0.0,147.0,158.0,111.0,94.0,61.0,135.0
OG2516,8.0,7.0,1.0,1.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,6.0,8.0,6.0,4.0,0.0,3.0
OG2517,166.0,223.0,128.0,103.0,152.0,60.0,248.0,149.0,243.0,0.0,0.0,0.0,477.0,513.0,272.0,203.0,154.0,257.0
OG2518,32.0,51.0,29.0,24.0,23.0,23.0,58.0,50.0,55.0,0.0,0.0,0.0,136.0,119.0,73.0,41.0,24.0,42.0
OG2519,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0
OG2520,95.0,182.0,112.0,108.0,94.0,66.0,240.0,122.0,172.0,0.0,0.0,0.0,268.0,396.0,350.0,135.0,89.0,179.0
OG2521,152.0,241.0,151.0,185.0,191.0,104.0,273.0,221.0,270.0,0.0,0.0,0.0,393.0,466.0,448.0,204.0,150.0,280.0
OG2522,8.0,10.0,8.0,3.0,7.0,5.0,7.0,13.0,20.0,2.0,0.0,1.0,19.0,7.0,19.0,3.0,6.0,12.0
OG2523,7.0,10.0,13.0,12.0,9.0,11.0,1.0,0.0,2.0,21.0,10.0,37.0,12.0,43.0,21.0,17.0,10.0,7.0
OG2524,91.0,110.0,95.0,71.0,96.0,59.0,50.0,42.0,50.0,103.0,42.0,101.0,147.0,227.0,193.0,81.0,96.0,90.0
OG2525,1.0,1.0,0.0,1.0,5.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
OG2526,16.0,21.0,9.0,53.0,45.0,31.0,30.0,32.0,36.0,12.0,6.0,8.0,0.0,1.0,0.0,12.0,14.0,11.0
OG2527,13.0,5.0,9.0,12.0,6.0,6.0,1.0,2.0,3.0,8.0,3.0,5.0,24.0,26.0,20.0,7.0,11.0,10.0
OG2528,41.0,70.0,53.0,77.0,106.0,41.0,81.0,63.0,76.0,0.0,0.0,0.0,196.0,170.0,122.0,55.0,40.0,71.0
OG2529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2530,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0
OG2531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
OG2532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
OG2533,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
OG2534,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2535,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,3.0
OG2536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
OG2537,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
OG2538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2539,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0
OG2540,13.0,20.0,8.0,11.0,8.0,7.0,11.0,12.0,10.0,0.0,0.0,0.0,24.0,22.0,22.0,10.0,3.0,12.0
OG2541,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2542,6.0,9.0,0.0,3.0,1.0,3.0,8.0,10.0,9.0,0.0,0.0,0.0,4.0,11.0,17.0,6.0,12.0,6.0
OG2543,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2544,27.0,27.0,24.0,23.0,27.0,13.0,41.0,22.0,34.0,0.0,0.0,1.0,56.0,57.0,54.0,17.0,17.0,28.0
OG2545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0
OG2546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2547,612.0,897.0,486.0,978.0,1178.0,709.0,1579.0,1212.0,1229.0,568.0,133.0,700.0,123.0,147.0,137.0,349.0,177.0,473.0
OG2548,311.0,518.0,311.0,306.0,372.0,214.0,529.0,326.0,457.0,0.0,0.0,0.0,679.0,766.0,520.0,277.0,151.0,293.0
OG2549,0.0,0.0,3.0,4.0,5.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,3.0,6.0,6.0,2.0,5.0
OG2550,12.0,10.0,4.0,15.0,7.0,12.0,13.0,12.0,8.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,5.0
OG2551,15.0,34.0,15.0,32.0,26.0,13.0,42.0,30.0,40.0,0.0,0.0,0.0,81.0,82.0,48.0,26.0,9.0,30.0
OG2552,70.0,140.0,69.0,82.0,95.0,54.0,108.0,85.0,117.0,0.0,0.0,0.0,168.0,208.0,144.0,64.0,45.0,62.0
OG2553,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0
OG2554,242.0,360.0,203.0,224.0,293.0,126.0,354.0,246.0,320.0,8.0,3.0,14.0,417.0,542.0,323.0,192.0,115.0,221.0
OG2555,5.0,15.0,7.0,20.0,12.0,5.0,10.0,13.0,14.0,2.0,0.0,4.0,25.0,31.0,8.0,8.0,4.0,12.0
OG2556,680.0,1007.0,1080.0,838.0,916.0,649.0,52.0,30.0,64.0,1953.0,815.0,2110.0,1263.0,2920.0,2680.0,1218.0,1121.0,1635.0
OG2557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2558,12.0,16.0,4.0,12.0,11.0,10.0,24.0,11.0,26.0,2.0,0.0,0.0,73.0,97.0,60.0,16.0,34.0,29.0
OG2559,53.0,75.0,34.0,36.0,67.0,33.0,89.0,66.0,66.0,4.0,2.0,2.0,142.0,156.0,95.0,42.0,55.0,76.0
OG2560,54.0,50.0,52.0,71.0,53.0,50.0,74.0,45.0,68.0,2.0,5.0,2.0,109.0,130.0,130.0,60.0,56.0,61.0
OG2561,3.0,2.0,0.0,4.0,3.0,4.0,7.0,3.0,3.0,0.0,0.0,0.0,5.0,5.0,9.0,2.0,2.0,7.0
OG2562,108.0,157.0,73.0,177.0,182.0,145.0,259.0,188.0,216.0,88.0,39.0,111.0,117.0,100.0,102.0,99.0,69.0,141.0
OG2563,188.0,246.0,306.0,97.0,99.0,72.0,0.0,0.0,0.0,593.0,192.0,406.0,351.0,1152.0,948.0,470.0,492.0,663.0
OG2564,31.0,36.0,30.0,56.0,70.0,34.0,65.0,52.0,50.0,14.0,3.0,16.0,59.0,56.0,43.0,28.0,20.0,26.0
OG2565,10.0,11.0,7.0,15.0,14.0,4.0,20.0,16.0,24.0,0.0,0.0,0.0,20.0,20.0,30.0,17.0,8.0,23.0
OG2566,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
OG2567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0
OG2568,934.0,1774.0,1053.0,1370.0,1219.0,899.0,1962.0,1423.0,1851.0,0.0,0.0,1.0,3858.0,4854.0,4129.0,1451.0,1028.0,1919.0
OG2569,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2570,2.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0
OG2571,47.0,127.0,54.0,61.0,55.0,54.0,98.0,52.0,85.0,7.0,0.0,5.0,150.0,152.0,177.0,76.0,56.0,108.0
OG2572,17.0,22.0,5.0,12.0,10.0,2.0,29.0,13.0,22.0,7.0,0.0,5.0,24.0,24.0,12.0,9.0,3.0,24.0
OG2573,22.0,35.0,28.0,27.0,30.0,25.0,33.0,31.0,27.0,3.0,4.0,11.0,32.0,22.0,23.0,12.0,18.0,20.0
OG2574,4.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
OG2575,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0
OG2576,73.0,126.0,65.0,617.0,500.0,346.0,132.0,117.0,169.0,20.0,22.0,24.0,531.0,607.0,656.0,216.0,275.0,311.0
OG2577,37.0,55.0,37.0,23.0,66.0,27.0,54.0,39.0,49.0,0.0,0.0,0.0,105.0,89.0,66.0,33.0,12.0,37.0
OG2578,1138.0,2019.0,951.0,880.0,948.0,431.0,1493.0,1045.0,1325.0,0.0,0.0,0.0,1773.0,2150.0,1635.0,995.0,400.0,1395.0
OG2579,45.0,87.0,57.0,56.0,67.0,44.0,103.0,52.0,86.0,3.0,2.0,7.0,178.0,189.0,142.0,82.0,36.0,73.0
OG2580,43.0,12.0,14.0,42.0,27.0,30.0,51.0,27.0,46.0,9.0,6.0,21.0,10.0,10.0,18.0,25.0,19.0,34.0
OG2581,8.0,9.0,4.0,9.0,19.0,21.0,22.0,14.0,8.0,8.0,6.0,9.0,5.0,10.0,4.0,7.0,3.0,7.0
OG2582,33.0,21.0,10.0,18.0,39.0,20.0,37.0,25.0,38.0,11.0,4.0,16.0,13.0,16.0,5.0,6.0,11.0,16.0
OG2583,13.0,10.0,7.0,12.0,20.0,3.0,14.0,12.0,19.0,3.0,3.0,7.0,8.0,5.0,1.0,4.0,3.0,9.0
OG2584,3.0,7.0,2.0,2.0,6.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,5.0,5.0,6.0,3.0,4.0,5.0
OG2585,14.0,7.0,5.0,11.0,11.0,1.0,6.0,11.0,7.0,0.0,0.0,0.0,14.0,19.0,10.0,3.0,8.0,15.0
OG2586,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
OG2588,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
OG2589,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2590,4.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0
OG2591,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
OG2594,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2598,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
OG2599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2601,7.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
OG2602,113.0,137.0,107.0,91.0,107.0,60.0,192.0,98.0,138.0,0.0,0.0,0.0,217.0,193.0,156.0,83.0,98.0,152.0
OG2603,127.0,172.0,122.0,75.0,106.0,58.0,139.0,94.0,116.0,0.0,0.0,0.0,152.0,149.0,85.0,44.0,26.0,55.0
OG2604,26.0,29.0,17.0,13.0,30.0,15.0,23.0,22.0,30.0,1.0,0.0,1.0,49.0,43.0,39.0,17.0,27.0,26.0
OG2605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2606,21.0,17.0,6.0,15.0,7.0,9.0,16.0,8.0,17.0,0.0,0.0,0.0,25.0,31.0,26.0,15.0,12.0,17.0
OG2607,5.0,1.0,0.0,1.0,4.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,8.0,4.0,6.0,2.0,1.0,1.0
OG2608,36.0,64.0,35.0,36.0,37.0,17.0,57.0,37.0,47.0,0.0,0.0,0.0,71.0,65.0,76.0,34.0,19.0,49.0
OG2609,446.0,783.0,391.0,604.0,503.0,353.0,747.0,517.0,763.0,0.0,0.0,1.0,1126.0,1247.0,996.0,416.0,429.0,705.0
OG2610,162.0,370.0,207.0,221.0,215.0,153.0,333.0,239.0,318.0,0.0,0.0,0.0,489.0,624.0,564.0,252.0,169.0,327.0
OG2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
OG2612,13.0,11.0,6.0,7.0,3.0,6.0,2.0,2.0,2.0,21.0,6.0,28.0,13.0,12.0,12.0,7.0,4.0,8.0
OG2613,11.0,15.0,15.0,12.0,8.0,10.0,1.0,0.0,1.0,33.0,10.0,34.0,9.0,17.0,10.0,12.0,2.0,13.0
OG2614,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0
OG2615,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
OG2616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG2617,0.0,4.0,2.0,2.0,7.0,2.0,4.0,5.0,2.0,4.0,3.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0
OG2618,3.0,3.0,1.0,2.0,2.0,0.0,4.0,0.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
