0,sample_1A,sample_1B,sample_1C,sample_2A,sample_2B,sample_2C,sample_3A,sample_3B,sample_3C,sample_4A,sample_4B,sample_4C,sample_5A,sample_5B,sample_5C,sample_6A,sample_6B,sample_6C
NLANBGKA_00596,5,20,0,0,0,0,0,4,4,8,0,0,11,0,2,0,1,0
NLANBGKA_00597,1448,2374,102,0,0,0,67,559,172,811,127,168,2726,438,449,19,42,132
NLANBGKA_00598,5,6,1,0,0,0,0,0,3,11,1,1,17,3,2,0,4,0
NLANBGKA_00599,6,15,2,0,0,0,1,4,0,8,3,1,37,4,2,0,0,2
NLANBGKA_00600,102,170,7,0,0,0,5,33,4,47,13,11,164,19,22,2,1,9
NLANBGKA_00601,4200,5656,339,0,2,0,199,1620,509,2128,373,390,7225,958,898,79,135,383
NLANBGKA_00602,891,1512,69,0,0,0,51,338,107,457,116,75,1829,239,204,18,23,44
NLANBGKA_00603,268,377,20,0,0,0,10,117,54,167,41,24,990,91,145,12,12,33
NLANBGKA_00604,5,8,0,0,0,0,1,3,0,1,0,0,6,2,1,0,0,1
NLANBGKA_00605,273,316,6,0,0,0,9,83,28,117,17,26,442,53,58,1,3,14
NLANBGKA_00606,579,853,50,0,0,0,30,227,52,294,48,59,1103,134,141,11,14,54
NLANBGKA_00607,465,572,33,0,0,0,18,147,47,229,40,53,815,100,117,6,17,50
NLANBGKA_00608,1653,2665,139,0,0,0,84,778,237,1026,214,198,4750,684,965,33,78,224
NLANBGKA_00609,20,58,0,0,0,0,0,15,6,8,5,2,77,7,18,0,2,4
NLANBGKA_00610,2851,3811,251,0,0,0,102,963,240,1308,231,279,3335,430,477,25,49,176
NLANBGKA_00611,293,515,20,0,0,0,13,112,42,158,38,38,428,78,63,4,5,27
NLANBGKA_00612,1,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0
NLANBGKA_00613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_00614,1,6,1,0,0,0,0,0,0,2,0,2,7,0,2,0,0,1
NLANBGKA_00615,11,24,2,0,0,0,0,4,0,6,0,3,31,4,0,0,0,2
NLANBGKA_00616,321,594,31,0,0,0,38,252,67,229,67,35,1164,169,134,14,14,46
NLANBGKA_00617,986,1251,60,0,0,0,41,358,95,449,89,107,1533,200,322,14,15,62
NLANBGKA_00618,39,75,2,0,0,0,4,15,13,25,8,5,120,20,49,1,1,5
NLANBGKA_00619,36,56,4,0,0,0,3,12,7,25,6,9,93,23,18,0,2,8
NLANBGKA_00620,91,118,11,0,0,0,4,23,11,44,11,5,183,24,56,3,7,13
NLANBGKA_00621,7,9,0,0,0,0,1,1,1,5,0,1,15,2,6,0,0,0
NLANBGKA_00622,7,14,0,0,0,0,0,3,1,11,1,3,15,3,2,0,0,0
NLANBGKA_00623,97,116,8,0,0,0,3,44,7,54,12,9,169,34,39,2,9,10
NLANBGKA_00624,127,256,4,0,0,0,8,52,20,61,14,25,256,33,62,3,6,22
NLANBGKA_00625,74,100,6,0,0,0,2,41,7,35,3,10,134,19,14,0,0,1
NLANBGKA_00626,484,690,34,0,0,0,15,208,39,239,100,51,902,130,97,4,20,34
NLANBGKA_00627,749,1135,53,0,0,0,34,314,114,473,117,94,1348,192,208,11,28,77
NLANBGKA_00628,1424,1628,106,0,0,0,40,452,153,684,165,124,1276,140,135,15,43,77
NLANBGKA_00629,1779,2653,146,0,0,0,66,685,223,979,212,152,1839,214,282,25,37,110
NLANBGKA_00630,2051,3212,123,0,0,0,98,843,222,1065,179,215,2118,294,261,13,50,132
NLANBGKA_00631,495,699,30,0,0,0,12,163,90,248,53,40,572,86,56,4,6,28
NLANBGKA_00632,1989,3420,175,0,0,0,96,840,225,1096,206,242,2462,331,394,25,45,153
NLANBGKA_00633,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
NLANBGKA_00634,2,6,0,0,0,0,0,2,2,2,0,0,6,3,3,0,0,1
NLANBGKA_00635,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NLANBGKA_00636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_00637,3,1,0,0,0,0,0,2,0,1,0,0,3,0,2,0,0,0
NLANBGKA_00638,2,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
NLANBGKA_00639,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NLANBGKA_00640,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NLANBGKA_00641,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
NLANBGKA_00642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_00643,8,11,2,0,0,0,2,2,3,10,1,1,18,5,2,0,4,1
NLANBGKA_00644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_00645,14,20,1,0,0,0,2,6,2,7,3,2,25,3,0,1,0,0
NLANBGKA_00646,187,307,15,0,0,0,4,79,27,103,18,25,260,39,52,4,3,17
NLANBGKA_00647,489,747,37,0,0,0,19,168,69,265,49,39,674,105,154,9,26,44
NLANBGKA_00648,415,611,23,0,0,0,28,163,39,213,46,50,636,94,120,9,13,32
NLANBGKA_00649,29,42,2,0,0,0,0,15,1,15,2,6,48,9,7,0,2,4
NLANBGKA_00650,118,188,9,0,0,0,5,59,14,59,13,18,195,29,39,2,0,8
NLANBGKA_00651,176,213,11,0,0,0,7,53,17,89,14,16,213,28,34,2,14,7
NLANBGKA_00652,39,57,6,0,0,0,3,12,7,25,6,8,56,11,7,0,2,3
NLANBGKA_00653,44,95,4,0,0,0,2,29,7,28,12,9,121,23,21,1,1,5
NLANBGKA_00654,43,65,3,0,0,0,0,16,6,18,2,2,55,13,18,1,2,1
NLANBGKA_00655,19,21,0,0,0,0,1,6,6,11,3,2,29,5,2,0,2,4
NLANBGKA_00656,9,19,1,0,0,0,0,4,2,7,0,0,13,1,4,0,0,3
NLANBGKA_00657,3218,4462,251,0,0,0,134,1395,485,1819,299,344,5214,728,1254,59,133,360
NLANBGKA_00658,2186,3690,190,0,0,0,108,757,206,1049,192,221,2916,443,416,21,40,105
NLANBGKA_00659,827,1203,56,0,0,0,43,314,80,422,110,108,1476,207,190,7,27,70
NLANBGKA_00660,492,664,36,0,0,0,16,175,47,271,46,49,699,90,123,5,9,32
NLANBGKA_00661,875,1270,60,0,0,0,45,342,88,460,100,68,1025,133,147,13,17,47
NLANBGKA_00662,1633,2585,116,0,0,0,67,567,156,859,174,140,1763,263,211,19,22,114
NLANBGKA_00663,3337,4198,231,0,0,0,138,1092,332,1558,297,271,3060,393,422,42,74,218
NLANBGKA_00664,194,281,18,0,0,0,20,106,24,112,19,25,491,75,69,4,3,17
NLANBGKA_00665,4,22,1,0,0,0,0,4,4,6,1,0,26,2,3,1,0,1
NLANBGKA_00666,2069,5065,204,0,0,0,81,666,218,1059,285,327,2531,352,469,17,21,91
NLANBGKA_00667,167607,240861,11694,7,1,8,5518,51138,13953,79787,13579,15000,190845,24742,21876,1344,2055,7785
NLANBGKA_00668,65,74,4,0,0,0,1,10,6,24,6,5,54,9,3,0,0,0
NLANBGKA_00669,79,166,10,0,0,1,2,45,9,60,4,12,209,20,18,2,0,6
NLANBGKA_00670,16458,22231,1239,0,0,1,577,5298,1685,7403,1409,1493,26269,2755,2626,182,347,1037
NLANBGKA_00671,10899,15108,734,0,0,2,391,3721,1174,5200,847,892,18083,1957,2040,125,245,735
NLANBGKA_00672,1012,1684,79,0,0,0,59,357,96,479,103,87,1572,194,171,8,14,48
NLANBGKA_00673,310,463,28,0,0,0,27,153,70,171,33,34,1258,143,139,10,18,31
NLANBGKA_00674,81,139,10,0,0,0,2,38,17,58,4,9,258,24,24,0,0,9
NLANBGKA_00675,739,1128,45,0,0,0,44,390,93,421,76,70,2575,281,255,11,16,63
NLANBGKA_00676,2,5,2,0,0,0,0,0,2,0,2,0,9,1,1,0,0,0
NLANBGKA_00677,631,879,50,0,0,0,35,303,100,325,57,45,1987,220,211,5,14,63
NLANBGKA_00678,619,959,54,0,0,0,46,306,91,330,73,50,2547,205,234,10,12,48
NLANBGKA_00679,5581,7889,500,0,0,0,296,2269,677,3056,599,577,20940,2617,3492,126,308,686
NLANBGKA_00680,110,187,6,0,0,0,11,66,28,89,22,16,344,39,110,2,8,19
NLANBGKA_00681,117,143,11,0,0,0,11,42,21,70,17,13,418,30,44,0,1,10
NLANBGKA_00682,2789,3380,184,1,0,0,121,926,245,1339,200,216,4915,574,674,26,57,149
NLANBGKA_00683,286,391,15,0,0,0,14,103,32,101,26,25,291,28,43,2,5,14
NLANBGKA_00684,673,1029,46,0,0,0,29,209,57,323,57,67,790,89,82,11,11,24
NLANBGKA_00685,455,720,40,0,0,0,33,173,54,219,59,48,750,97,82,7,7,32
NLANBGKA_00686,2100,2776,136,0,0,0,67,652,204,935,148,159,2309,280,267,27,40,124
NLANBGKA_00687,393,621,27,0,0,0,13,125,47,202,28,31,492,35,47,3,5,21
NLANBGKA_00688,252,565,26,0,0,0,5,84,34,116,25,23,381,33,55,1,1,14
NLANBGKA_00689,865,1147,58,0,0,0,20,228,83,388,73,53,1024,112,105,5,22,37
NLANBGKA_00690,4,10,0,0,0,0,0,6,0,8,2,2,16,0,4,0,0,0
NLANBGKA_00691,497,741,31,0,0,0,18,172,71,257,38,40,797,88,122,6,9,33
NLANBGKA_00692,184,229,7,0,0,0,6,40,14,72,10,13,189,18,15,0,4,10
NLANBGKA_00693,264,429,13,0,0,0,5,65,35,134,19,23,198,28,20,5,5,15
NLANBGKA_00694,114,170,11,0,0,0,6,20,13,48,11,16,90,11,15,0,1,6
NLANBGKA_00695,511,730,38,0,0,0,16,122,41,203,23,39,433,43,43,5,9,37
NLANBGKA_00696,400,600,23,0,0,0,16,140,51,183,48,36,478,60,81,11,14,33
NLANBGKA_00697,192,295,14,0,0,0,9,55,22,107,21,17,180,32,24,4,6,25
NLANBGKA_00698,62,105,12,0,0,0,3,40,18,48,8,15,125,20,13,1,2,5
NLANBGKA_00699,102,121,6,0,0,0,4,36,10,46,9,8,135,28,18,3,3,13
NLANBGKA_00700,45,82,4,0,0,0,3,28,7,31,7,2,108,10,21,3,4,5
NLANBGKA_00701,167,246,10,0,0,0,12,64,16,81,13,8,204,32,25,1,4,11
NLANBGKA_00702,595,775,30,0,0,0,28,206,74,322,76,39,954,120,109,9,13,42
NLANBGKA_00703,34,57,0,0,0,0,1,9,2,12,5,2,112,7,15,1,0,6
NLANBGKA_00704,33,22,1,0,0,0,2,9,4,12,2,1,79,6,6,0,0,6
NLANBGKA_00705,59,81,4,0,0,0,2,29,9,32,8,6,144,26,21,1,3,4
NLANBGKA_00706,128,163,4,0,0,0,4,59,11,78,13,21,281,41,43,0,2,13
NLANBGKA_00707,53,109,6,0,0,0,4,25,11,32,7,9,129,10,16,2,1,2
NLANBGKA_00708,75,140,7,0,0,0,2,57,13,45,9,7,212,25,26,0,2,6
NLANBGKA_00709,121,238,11,0,0,0,5,58,9,67,21,14,313,44,45,3,2,15
NLANBGKA_00710,53,89,2,0,0,0,3,39,6,22,2,2,122,15,5,2,1,0
NLANBGKA_00711,57,75,8,0,0,0,3,15,12,40,7,5,109,15,18,0,2,5
NLANBGKA_00712,40,65,1,0,0,0,5,18,7,24,4,2,100,11,15,2,7,2
NLANBGKA_00713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_00714,3,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
NLANBGKA_00715,4089,5613,265,0,0,0,147,1367,461,2093,389,380,6783,889,1314,61,148,398
NLANBGKA_00716,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1
NLANBGKA_00717,32,43,4,0,0,0,2,13,1,17,4,4,91,9,9,1,0,3
NLANBGKA_00718,85,106,6,0,0,0,3,22,9,31,2,5,113,6,18,0,0,4
NLANBGKA_00719,1338,2017,99,0,0,0,47,525,159,728,127,140,3395,399,571,26,48,148
NLANBGKA_00720,2429,4034,202,0,0,0,88,838,208,1202,296,210,3693,467,424,22,31,160
NLANBGKA_00721,812,1171,57,0,0,0,40,252,92,426,90,74,1248,154,125,4,12,61
NLANBGKA_00722,115,150,6,0,0,0,8,29,11,61,8,7,193,20,44,0,8,13
NLANBGKA_00723,295,512,28,0,0,0,10,113,25,199,37,30,433,68,69,6,3,22
NLANBGKA_00724,44,45,1,0,0,0,1,11,7,16,4,5,61,12,17,5,0,4
NLANBGKA_00725,610,941,42,0,0,0,38,233,68,355,101,88,821,125,200,13,23,42
NLANBGKA_00726,153,228,5,0,0,0,2,50,13,74,15,13,189,26,19,1,3,12
NLANBGKA_00727,15,20,1,0,0,0,1,7,1,8,3,4,25,5,8,0,0,1
NLANBGKA_00728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NLANBGKA_00729,42,55,1,0,0,0,2,12,9,15,3,8,70,10,11,2,0,3
NLANBGKA_00730,748,1397,56,0,0,0,32,333,69,391,84,79,1137,131,101,15,13,48
NLANBGKA_00731,272,409,19,0,0,0,10,80,36,128,20,31,338,48,59,2,8,18
NLANBGKA_00732,120,252,16,0,0,0,11,45,19,71,13,11,157,11,16,2,2,6
NLANBGKA_00733,191,350,20,0,0,0,6,77,22,113,8,17,334,44,24,1,3,9
NLANBGKA_00734,162,327,18,0,0,0,7,56,20,78,14,24,296,29,21,0,4,11
NLANBGKA_00735,240,396,21,0,0,0,8,78,39,127,15,27,411,33,43,2,6,23
NLANBGKA_00736,2,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0
NLANBGKA_00737,24,32,2,0,0,0,0,7,1,11,1,1,39,0,1,0,0,1
NLANBGKA_00738,57,89,8,0,0,0,1,19,5,35,6,7,103,10,8,2,2,3
NLANBGKA_00739,371,570,25,0,0,0,20,147,58,240,46,26,650,93,102,8,11,29
NLANBGKA_00740,1358,2023,103,0,0,1,77,504,119,691,155,111,1510,184,157,21,26,95
NLANBGKA_00741,156,176,7,0,0,0,8,40,20,60,9,12,263,22,40,1,4,8
NLANBGKA_00742,41,51,5,0,0,0,0,19,4,26,2,4,66,7,7,1,0,7
NLANBGKA_00743,4014,5412,312,0,0,0,156,1700,537,2178,451,334,7620,776,770,63,120,376
NLANBGKA_00744,587,808,34,0,0,1,19,166,54,245,41,46,1260,149,113,7,9,22
NLANBGKA_00745,2686,5519,229,0,0,0,122,1233,367,1566,357,395,6439,818,1445,48,56,232
NLANBGKA_00746,199,220,9,0,0,0,2,48,21,81,8,25,370,44,51,2,2,16
NLANBGKA_00747,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0
NLANBGKA_00748,6280,10875,467,0,0,0,248,2104,604,3354,691,700,8453,1100,1286,72,123,436
NLANBGKA_00749,2225,3581,181,0,0,0,89,770,243,1218,245,244,3128,308,299,25,25,99
NLANBGKA_00750,300,311,13,0,0,0,13,78,35,123,22,18,350,30,25,4,1,13
NLANBGKA_00751,11435,16937,802,0,0,0,397,3744,939,5160,834,917,14017,1698,1148,78,127,467
NLANBGKA_00752,2389,3345,173,0,0,1,93,697,250,1098,195,189,2820,298,375,41,67,141
NLANBGKA_00753,1099,1759,107,0,0,0,56,400,102,563,48,130,1402,193,106,5,14,31
NLANBGKA_00754,1053,1449,66,0,0,0,44,343,87,481,91,88,1432,148,127,4,26,71
NLANBGKA_00755,771,1292,55,0,0,0,26,265,74,393,68,74,1072,143,118,8,5,39
NLANBGKA_00756,441,600,32,0,0,0,20,159,38,230,43,42,488,57,55,9,7,27
NLANBGKA_00757,3304,5108,254,0,0,0,137,1127,292,1714,288,290,5147,566,467,31,62,189
NLANBGKA_00758,4927,8065,315,0,1,0,161,1674,387,2306,424,431,6704,800,622,45,84,263
NLANBGKA_00759,1445,1782,82,0,0,0,48,456,136,724,85,103,1690,166,161,8,27,79
NLANBGKA_00760,358,649,26,0,0,0,20,132,60,215,36,40,571,91,116,5,18,37
NLANBGKA_00761,103,104,5,0,0,0,2,42,12,45,14,6,150,11,9,3,0,6
NLANBGKA_00762,1399,2072,95,0,0,0,52,458,112,618,102,133,1801,178,108,18,15,53
NLANBGKA_00763,1046,1618,86,0,0,0,30,380,151,502,106,107,1383,160,182,23,19,78
NLANBGKA_00764,3167,4549,241,0,0,0,108,1183,354,1364,239,248,4134,385,403,36,36,155
NLANBGKA_00765,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NLANBGKA_00766,254,337,29,0,0,0,35,240,84,217,41,30,1808,216,192,15,23,76
NLANBGKA_00767,30,25,5,0,0,0,1,19,12,26,2,3,77,5,48,1,5,8
NLANBGKA_00768,207,330,11,0,0,0,8,73,22,96,14,12,319,39,67,1,3,12
NLANBGKA_00769,270,428,25,0,0,0,4,87,40,132,28,19,491,70,90,1,4,14
NLANBGKA_00770,374,674,28,0,0,0,17,157,57,200,31,49,849,110,133,4,12,36
NLANBGKA_00771,89,158,5,0,0,0,4,26,15,57,5,12,171,18,23,1,0,7
NLANBGKA_00772,122,221,8,0,0,0,3,41,9,53,24,11,245,25,28,1,5,8
NLANBGKA_00773,526,698,25,0,0,0,26,179,56,269,32,43,993,124,115,5,20,31
NLANBGKA_00774,261,360,9,0,0,0,8,74,33,121,19,24,343,24,50,1,4,12
NLANBGKA_00775,589,812,44,0,0,0,31,208,77,298,54,57,1003,93,144,16,13,38
NLANBGKA_00776,3005,3618,191,2,0,0,115,947,374,1347,234,258,5196,570,800,40,124,282
NLANBGKA_00777,298,369,20,0,0,0,12,93,31,121,24,27,328,40,36,2,9,20
NLANBGKA_00778,24,67,2,0,0,0,3,21,3,18,3,5,52,4,4,0,2,4
NLANBGKA_00779,215,318,12,0,0,0,11,77,15,100,20,24,334,44,34,3,5,14
NLANBGKA_00780,129,201,6,0,0,0,10,37,17,83,15,13,222,23,24,1,5,15
NLANBGKA_00781,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
NLANBGKA_00782,1317,1864,82,0,0,0,39,485,173,629,97,106,1757,224,295,28,36,96
NLANBGKA_00783,1366,2129,102,0,0,0,56,447,121,708,138,106,1554,177,178,8,23,86
NLANBGKA_00784,34,31,1,0,0,0,2,6,8,15,2,5,36,2,9,1,0,0
NLANBGKA_00785,517,882,35,0,0,0,29,208,49,264,45,55,723,74,119,12,28,48
NLANBGKA_00786,2,3,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1
NLANBGKA_00787,14,9,1,0,0,0,1,3,0,5,3,0,18,3,7,0,0,0
NLANBGKA_00788,45,47,4,0,0,0,2,19,4,23,4,7,69,8,8,2,1,0
NLANBGKA_00789,1648,1778,95,0,0,0,50,458,158,656,131,118,1796,224,259,19,53,143
NLANBGKA_00790,366,451,24,0,0,0,14,138,56,192,26,25,592,74,138,12,17,45
NLANBGKA_00791,10,16,0,0,0,0,1,1,0,8,0,2,32,7,10,0,0,2
NLANBGKA_00792,327,517,24,0,0,0,15,110,38,157,33,33,506,77,98,5,9,20
NLANBGKA_00793,154,273,9,0,0,0,5,65,30,71,24,19,371,50,32,1,6,4
NLANBGKA_00794,1259,1600,84,0,0,0,46,449,130,614,127,113,1872,243,302,20,34,77
NLANBGKA_00795,880,1385,68,0,1,0,36,349,97,529,92,94,1746,221,170,16,19,39
NLANBGKA_00796,150,167,14,0,0,0,20,55,25,79,15,40,181,31,49,9,17,24
NLANBGKA_00797,773,1027,70,0,0,0,31,252,95,371,80,83,788,89,147,20,26,73
NLANBGKA_00798,22,20,3,0,0,0,0,6,2,8,4,1,40,3,7,0,0,3
NLANBGKA_00799,338,623,22,0,0,0,19,130,37,183,32,32,552,89,104,14,8,26
NLANBGKA_00800,328,401,22,0,0,0,9,107,35,178,35,33,506,83,140,2,16,39
NLANBGKA_00801,16,45,2,0,0,0,0,11,7,11,2,3,36,4,7,0,1,1
NLANBGKA_00802,6,12,0,0,0,0,0,0,0,2,3,0,15,0,0,0,0,0
NLANBGKA_00803,14,54,0,0,0,0,2,15,4,8,2,1,42,12,2,0,0,1
NLANBGKA_00804,338,617,29,0,0,0,20,152,44,194,44,30,1047,120,106,15,4,44
NLANBGKA_00805,180,227,15,0,0,0,4,73,33,105,20,22,558,73,146,0,10,18
NLANBGKA_00806,6,8,3,0,0,0,0,2,1,3,0,4,6,2,3,0,0,1
NLANBGKA_00807,12,12,2,0,0,0,0,2,1,6,0,2,15,3,1,0,1,0
NLANBGKA_00808,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0
NLANBGKA_00809,70,131,12,0,0,0,4,23,10,34,8,6,110,13,12,2,1,8
NLANBGKA_00810,401,565,27,0,0,0,16,119,35,179,34,39,668,93,87,6,10,12
NLANBGKA_00811,8,10,1,0,0,0,0,2,3,6,3,2,49,18,34,3,0,4
NLANBGKA_00812,36,49,3,0,0,0,4,27,8,21,4,7,183,29,37,1,2,10
NLANBGKA_00813,4,11,0,0,0,0,0,2,1,3,0,1,13,1,3,0,0,1
NLANBGKA_00814,563,1114,50,0,0,0,34,242,75,353,52,82,959,123,170,7,19,64
NLANBGKA_00815,511,930,45,0,0,0,20,211,68,312,47,46,676,97,132,8,10,58
NLANBGKA_00816,305,358,13,0,0,0,13,91,32,108,28,15,315,31,26,3,8,21
NLANBGKA_00817,1195,1798,71,0,0,0,55,429,156,624,114,141,1774,219,165,15,32,89
NLANBGKA_00818,906,1596,72,0,0,0,35,325,93,455,73,100,922,112,95,8,11,40
NLANBGKA_00819,108,137,4,0,0,0,4,34,19,54,10,10,96,16,9,0,0,7
NLANBGKA_00820,1148,1513,68,0,0,0,50,384,94,595,100,121,1055,121,101,8,26,81
NLANBGKA_00821,1312,1880,97,0,0,0,50,394,136,620,92,126,1220,154,151,18,22,94
NLANBGKA_00822,569,825,45,0,0,0,21,192,62,310,36,63,527,68,63,11,16,34
NLANBGKA_00823,1040,1420,77,0,0,0,38,362,75,492,75,93,806,104,78,10,14,38
NLANBGKA_00824,227,286,27,0,0,0,9,67,19,99,18,25,194,25,15,0,6,7
NLANBGKA_00825,1059,1881,97,0,0,0,51,393,109,625,101,107,1178,142,122,6,11,42
NLANBGKA_00826,175,279,11,0,0,0,9,75,34,105,14,17,382,55,96,7,10,15
NLANBGKA_00827,24,18,1,0,0,0,2,8,3,18,2,5,51,6,2,1,2,3
NLANBGKA_00828,29688,41921,2500,0,1,3,1358,12222,3973,16542,3278,2969,68547,9059,11877,478,1370,3724
NLANBGKA_00829,92,135,3,0,1,0,3,43,11,63,12,12,172,20,32,1,4,7
NLANBGKA_00830,1433,2057,75,0,0,0,42,376,95,670,105,97,1332,156,130,4,6,27
NLANBGKA_00831,1296,2048,101,0,0,0,41,375,95,586,77,94,1353,150,108,5,6,16
NLANBGKA_00832,91,122,4,0,0,0,4,24,3,27,4,3,104,13,19,2,3,2
NLANBGKA_00833,2469,3505,197,0,0,0,119,860,226,1281,243,262,3131,397,374,27,52,141
NLANBGKA_00834,842,1505,68,0,0,0,40,362,135,508,75,95,2753,366,596,16,39,114
NLANBGKA_00835,542,1029,57,0,0,0,25,307,66,366,79,66,981,148,91,6,10,49
NLANBGKA_00836,1262,1658,78,0,0,0,49,495,140,676,119,122,1566,184,195,17,43,118
NLANBGKA_00837,154,285,12,0,0,0,13,62,14,86,16,20,303,44,60,1,9,15
NLANBGKA_00838,858,1220,73,0,0,0,34,309,90,451,86,78,2001,222,294,13,22,78
NLANBGKA_00839,87,90,4,0,0,0,3,23,7,40,7,9,176,22,13,0,2,6
NLANBGKA_00840,748,957,51,0,0,0,26,261,98,377,60,68,1127,135,108,9,16,50
NLANBGKA_00841,115,230,9,0,0,0,7,31,20,60,8,17,232,30,21,1,1,6
NLANBGKA_00842,243,479,20,0,0,0,14,118,21,152,27,27,624,82,80,3,6,15
NLANBGKA_00843,720,924,43,0,0,0,30,264,73,351,63,54,1130,138,141,11,16,69
NLANBGKA_00844,433,429,19,0,0,0,16,108,48,196,40,34,561,63,54,2,12,33
NLANBGKA_00845,420,506,26,0,0,0,14,140,52,184,27,45,675,68,76,8,3,22
NLANBGKA_00846,6,3,0,0,0,0,0,2,0,1,0,1,6,2,0,0,0,0
NLANBGKA_00847,7,12,0,0,0,0,1,3,1,2,1,0,14,1,1,0,0,0
NLANBGKA_00848,43,89,3,1,0,0,2,19,4,38,9,4,66,6,8,2,1,11
NLANBGKA_00849,610,990,44,0,0,0,26,278,73,354,67,75,850,125,94,10,22,47
NLANBGKA_00850,576,698,38,0,0,0,33,215,80,334,53,45,1365,178,188,7,20,63
NLANBGKA_00851,594,990,44,0,0,0,23,236,65,309,69,61,1412,231,175,11,17,43
NLANBGKA_00852,8,11,0,0,0,0,0,3,2,5,2,1,13,1,2,0,0,0
NLANBGKA_00853,76,146,10,0,0,0,11,36,6,46,3,6,141,16,10,0,0,2
NLANBGKA_00854,75,90,4,0,0,0,4,14,5,42,13,6,66,13,8,0,1,1
NLANBGKA_00855,921,1195,75,0,0,0,44,307,114,440,57,94,1121,143,143,13,21,87
NLANBGKA_00856,407,522,37,0,0,0,8,131,26,206,58,32,538,75,67,6,7,40
NLANBGKA_00857,118,164,12,0,0,0,2,45,20,48,11,14,374,55,31,5,2,10
NLANBGKA_00858,113,128,3,0,0,0,6,33,12,34,9,10,260,29,26,0,4,12
NLANBGKA_00859,149,203,11,0,0,0,2,73,17,86,15,13,440,50,36,2,2,9
NLANBGKA_00860,5,1,1,0,0,0,0,2,1,1,0,0,8,3,1,1,0,1
NLANBGKA_00861,10735,14966,723,0,0,0,374,3186,1184,4935,722,1000,11144,1503,2283,120,199,693
NLANBGKA_00862,72,130,2,0,0,0,2,17,15,39,5,9,238,22,60,0,2,4
NLANBGKA_00863,121,187,7,0,0,0,9,60,12,70,12,21,497,51,77,1,2,12
NLANBGKA_00864,38,31,1,0,0,0,0,11,2,11,2,5,47,5,5,0,0,3
NLANBGKA_00865,26,37,2,0,0,0,1,16,4,15,0,1,44,3,6,0,0,0
NLANBGKA_00866,358,534,23,0,0,0,26,112,32,171,26,24,418,50,44,6,10,27
NLANBGKA_00867,76,130,9,0,0,0,4,30,6,35,7,5,105,21,8,0,4,1
NLANBGKA_00868,339,549,26,0,0,0,9,99,30,159,40,32,397,51,56,4,5,22
NLANBGKA_00871,2789,3809,234,0,0,0,123,1258,347,1676,329,275,4561,619,510,52,128,282
NLANBGKA_00874,211,310,24,0,0,0,9,83,16,142,29,25,362,63,62,4,11,13
NLANBGKA_00875,688,1120,62,0,0,0,62,409,117,434,88,80,2216,304,410,12,48,113
NLANBGKA_00876,469,647,35,0,0,0,18,195,58,218,41,43,1156,150,240,10,24,63
NLANBGKA_00877,574,825,39,0,0,0,25,231,56,305,55,43,2071,244,318,18,20,62
NLANBGKA_00878,201,219,6,0,0,0,12,60,27,105,26,13,229,38,50,3,6,14
NLANBGKA_00879,10,12,1,0,0,0,2,2,3,9,4,0,35,8,10,0,3,4
NLANBGKA_00880,4,4,0,0,0,0,0,1,0,1,1,0,9,2,1,0,0,3
NLANBGKA_00881,72,111,2,0,0,0,4,13,10,31,9,7,201,26,29,3,3,5
NLANBGKA_00882,170,222,5,0,0,0,6,48,12,93,10,8,472,80,58,6,2,10
NLANBGKA_00883,722,873,39,0,0,0,21,255,88,313,63,71,961,117,160,5,29,63
NLANBGKA_00884,1104,1710,88,0,0,0,48,373,105,617,104,133,1800,226,208,15,35,87
NLANBGKA_00885,12,14,3,0,0,0,1,4,3,5,3,1,10,1,6,0,0,0
NLANBGKA_00886,172,207,9,0,0,0,3,53,11,81,22,10,276,28,43,6,5,18
NLANBGKA_00887,1115,1473,71,0,0,0,54,364,82,484,53,111,987,166,113,7,15,61
